Sản phẩm,Năm,Giá trị
"Hàng điện tử, máy tính và linh kiện (Triệu đô la Mỹ)",2012,7848.82036353
"Hàng điện tử, máy tính và linh kiện (Triệu đô la Mỹ)",2013,10635.974
"Hàng điện tử, máy tính và linh kiện (Triệu đô la Mỹ)",2014,11434.4
"Hàng điện tử, máy tính và linh kiện (Triệu đô la Mỹ)",2015,15607.6
"Hàng điện tử, máy tính và linh kiện (Triệu đô la Mỹ)",2016,18956.938
"Hàng điện tử, máy tính và linh kiện (Triệu đô la Mỹ)",2017,26281.898
"Hàng điện tử, máy tính và linh kiện (Triệu đô la Mỹ)",2018,29562.041689
"Hàng điện tử, máy tính và linh kiện (Triệu đô la Mỹ)",2019,36311.28435503
"Hàng điện tử, máy tính và linh kiện (Triệu đô la Mỹ)",2020,44581.13399721
"Hàng điện tử, máy tính và linh kiện (Triệu đô la Mỹ)",2021,50612.79844619
"Hàng điện tử, máy tính và linh kiện (Triệu đô la Mỹ)",2022,55526.01610287
"Hàng điện tử, máy tính và linh kiện (Triệu đô la Mỹ)",2023,57311.3899069
"Hàng điện tử, máy tính và linh kiện (Triệu đô la Mỹ)",Sơ bộ 2024,72594.8702
Điện thoại các loại và linh kiện (Triệu đô la Mỹ),1995,
Điện thoại các loại và linh kiện (Triệu đô la Mỹ),1996,
Điện thoại các loại và linh kiện (Triệu đô la Mỹ),1997,
Điện thoại các loại và linh kiện (Triệu đô la Mỹ),1998,
Điện thoại các loại và linh kiện (Triệu đô la Mỹ),1999,
Điện thoại các loại và linh kiện (Triệu đô la Mỹ),2000,
Điện thoại các loại và linh kiện (Triệu đô la Mỹ),2001,
Điện thoại các loại và linh kiện (Triệu đô la Mỹ),2002,
Điện thoại các loại và linh kiện (Triệu đô la Mỹ),2003,
Điện thoại các loại và linh kiện (Triệu đô la Mỹ),2004,
Điện thoại các loại và linh kiện (Triệu đô la Mỹ),2005,10.4
Điện thoại các loại và linh kiện (Triệu đô la Mỹ),2006,
Điện thoại các loại và linh kiện (Triệu đô la Mỹ),2007,
Điện thoại các loại và linh kiện (Triệu đô la Mỹ),2008,
Điện thoại các loại và linh kiện (Triệu đô la Mỹ),2009,593.3
Điện thoại các loại và linh kiện (Triệu đô la Mỹ),2010,2307.3
Điện thoại các loại và linh kiện (Triệu đô la Mỹ),2011,6396.7
Điện thoại các loại và linh kiện (Triệu đô la Mỹ),2012,12746.55767323
Điện thoại các loại và linh kiện (Triệu đô la Mỹ),2013,21253.267
Điện thoại các loại và linh kiện (Triệu đô la Mỹ),2014,23572.659
Điện thoại các loại và linh kiện (Triệu đô la Mỹ),2015,30239.6
Điện thoại các loại và linh kiện (Triệu đô la Mỹ),2016,34493.71441424
Điện thoại các loại và linh kiện (Triệu đô la Mỹ),2017,45609.858
Điện thoại các loại và linh kiện (Triệu đô la Mỹ),2018,49531.2812218
Điện thoại các loại và linh kiện (Triệu đô la Mỹ),2019,51970.20298523
Điện thoại các loại và linh kiện (Triệu đô la Mỹ),2020,51183.91459082
Điện thoại các loại và linh kiện (Triệu đô la Mỹ),2021,57530.68295831
Điện thoại các loại và linh kiện (Triệu đô la Mỹ),2022,58006.8780188
Điện thoại các loại và linh kiện (Triệu đô la Mỹ),2023,52363.98710808
Điện thoại các loại và linh kiện (Triệu đô la Mỹ),Sơ bộ 2024,53890.828638
"Máy ảnh, máy quay phim và linh kiện (Triệu đô la Mỹ)",1995,
"Máy ảnh, máy quay phim và linh kiện (Triệu đô la Mỹ)",1996,
"Máy ảnh, máy quay phim và linh kiện (Triệu đô la Mỹ)",1997,
"Máy ảnh, máy quay phim và linh kiện (Triệu đô la Mỹ)",1998,
"Máy ảnh, máy quay phim và linh kiện (Triệu đô la Mỹ)",1999,
"Máy ảnh, máy quay phim và linh kiện (Triệu đô la Mỹ)",2000,
"Máy ảnh, máy quay phim và linh kiện (Triệu đô la Mỹ)",2001,
"Máy ảnh, máy quay phim và linh kiện (Triệu đô la Mỹ)",2002,
"Máy ảnh, máy quay phim và linh kiện (Triệu đô la Mỹ)",2003,
"Máy ảnh, máy quay phim và linh kiện (Triệu đô la Mỹ)",2004,
"Máy ảnh, máy quay phim và linh kiện (Triệu đô la Mỹ)",2005,
"Máy ảnh, máy quay phim và linh kiện (Triệu đô la Mỹ)",2006,
"Máy ảnh, máy quay phim và linh kiện (Triệu đô la Mỹ)",2007,
"Máy ảnh, máy quay phim và linh kiện (Triệu đô la Mỹ)",2008,
"Máy ảnh, máy quay phim và linh kiện (Triệu đô la Mỹ)",2009,
"Máy ảnh, máy quay phim và linh kiện (Triệu đô la Mỹ)",2010,
"Máy ảnh, máy quay phim và linh kiện (Triệu đô la Mỹ)",2011,
"Máy ảnh, máy quay phim và linh kiện (Triệu đô la Mỹ)",2012,
"Máy ảnh, máy quay phim và linh kiện (Triệu đô la Mỹ)",2013,1622.371
"Máy ảnh, máy quay phim và linh kiện (Triệu đô la Mỹ)",2014,2217.875
"Máy ảnh, máy quay phim và linh kiện (Triệu đô la Mỹ)",2015,3025.255
"Máy ảnh, máy quay phim và linh kiện (Triệu đô la Mỹ)",2016,2958.102
"Máy ảnh, máy quay phim và linh kiện (Triệu đô la Mỹ)",2017,3853.825
"Máy ảnh, máy quay phim và linh kiện (Triệu đô la Mỹ)",2018,5239.038
"Máy ảnh, máy quay phim và linh kiện (Triệu đô la Mỹ)",2019,3683.765
"Máy ảnh, máy quay phim và linh kiện (Triệu đô la Mỹ)",2020,3268.55615775
"Máy ảnh, máy quay phim và linh kiện (Triệu đô la Mỹ)",2021,5286.31942652
"Máy ảnh, máy quay phim và linh kiện (Triệu đô la Mỹ)",2022,6392.84042436
"Máy ảnh, máy quay phim và linh kiện (Triệu đô la Mỹ)",2023,7620.74136689
"Máy ảnh, máy quay phim và linh kiện (Triệu đô la Mỹ)",Sơ bộ 2024,8022.479616
"Máy móc thiết bị, dụng cụ phụ tùng khác (Triệu đô la Mỹ)",1995,
"Máy móc thiết bị, dụng cụ phụ tùng khác (Triệu đô la Mỹ)",1996,
"Máy móc thiết bị, dụng cụ phụ tùng khác (Triệu đô la Mỹ)",1997,
"Máy móc thiết bị, dụng cụ phụ tùng khác (Triệu đô la Mỹ)",1998,
"Máy móc thiết bị, dụng cụ phụ tùng khác (Triệu đô la Mỹ)",1999,
"Máy móc thiết bị, dụng cụ phụ tùng khác (Triệu đô la Mỹ)",2000,
"Máy móc thiết bị, dụng cụ phụ tùng khác (Triệu đô la Mỹ)",2001,
"Máy móc thiết bị, dụng cụ phụ tùng khác (Triệu đô la Mỹ)",2002,
"Máy móc thiết bị, dụng cụ phụ tùng khác (Triệu đô la Mỹ)",2003,
"Máy móc thiết bị, dụng cụ phụ tùng khác (Triệu đô la Mỹ)",2004,
"Máy móc thiết bị, dụng cụ phụ tùng khác (Triệu đô la Mỹ)",2005,
"Máy móc thiết bị, dụng cụ phụ tùng khác (Triệu đô la Mỹ)",2006,
"Máy móc thiết bị, dụng cụ phụ tùng khác (Triệu đô la Mỹ)",2007,
"Máy móc thiết bị, dụng cụ phụ tùng khác (Triệu đô la Mỹ)",2008,
"Máy móc thiết bị, dụng cụ phụ tùng khác (Triệu đô la Mỹ)",2009,
"Máy móc thiết bị, dụng cụ phụ tùng khác (Triệu đô la Mỹ)",2010,
"Máy móc thiết bị, dụng cụ phụ tùng khác (Triệu đô la Mỹ)",2011,
"Máy móc thiết bị, dụng cụ phụ tùng khác (Triệu đô la Mỹ)",2012,
"Máy móc thiết bị, dụng cụ phụ tùng khác (Triệu đô la Mỹ)",2013,6024.2
"Máy móc thiết bị, dụng cụ phụ tùng khác (Triệu đô la Mỹ)",2014,7315.189
"Máy móc thiết bị, dụng cụ phụ tùng khác (Triệu đô la Mỹ)",2015,8159.578
"Máy móc thiết bị, dụng cụ phụ tùng khác (Triệu đô la Mỹ)",2016,10484.12
"Máy móc thiết bị, dụng cụ phụ tùng khác (Triệu đô la Mỹ)",2017,12913.026
"Máy móc thiết bị, dụng cụ phụ tùng khác (Triệu đô la Mỹ)",2018,16358.776
"Máy móc thiết bị, dụng cụ phụ tùng khác (Triệu đô la Mỹ)",2019,18301.924
"Máy móc thiết bị, dụng cụ phụ tùng khác (Triệu đô la Mỹ)",2020,27201.76174904
"Máy móc thiết bị, dụng cụ phụ tùng khác (Triệu đô la Mỹ)",2021,38342.49240701
"Máy móc thiết bị, dụng cụ phụ tùng khác (Triệu đô la Mỹ)",2022,45678.14875689
"Máy móc thiết bị, dụng cụ phụ tùng khác (Triệu đô la Mỹ)",2023,43177.1542847
"Máy móc thiết bị, dụng cụ phụ tùng khác (Triệu đô la Mỹ)",Sơ bộ 2024,52171.500928
Dây điện và cáp điện (Triệu đô la Mỹ),1995,
Dây điện và cáp điện (Triệu đô la Mỹ),1996,
Dây điện và cáp điện (Triệu đô la Mỹ),1997,
Dây điện và cáp điện (Triệu đô la Mỹ),1998,
Dây điện và cáp điện (Triệu đô la Mỹ),1999,
Dây điện và cáp điện (Triệu đô la Mỹ),2000,129.5
Dây điện và cáp điện (Triệu đô la Mỹ),2001,181
Dây điện và cáp điện (Triệu đô la Mỹ),2002,187.7
Dây điện và cáp điện (Triệu đô la Mỹ),2003,291.7
Dây điện và cáp điện (Triệu đô la Mỹ),2004,389.7
Dây điện và cáp điện (Triệu đô la Mỹ),2005,518.2
Dây điện và cáp điện (Triệu đô la Mỹ),2006,705.7
Dây điện và cáp điện (Triệu đô la Mỹ),2007,882.3
Dây điện và cáp điện (Triệu đô la Mỹ),2008,1009
Dây điện và cáp điện (Triệu đô la Mỹ),2009,891.8
Dây điện và cáp điện (Triệu đô la Mỹ),2010,1316
Dây điện và cáp điện (Triệu đô la Mỹ),2011,443.6
Dây điện và cáp điện (Triệu đô la Mỹ),2012,618.787
Dây điện và cáp điện (Triệu đô la Mỹ),2013,678.462
Dây điện và cáp điện (Triệu đô la Mỹ),2014,756.718
Dây điện và cáp điện (Triệu đô la Mỹ),2015,896.6
Dây điện và cáp điện (Triệu đô la Mỹ),2016,1070.7
Dây điện và cáp điện (Triệu đô la Mỹ),2017,1406.872
Dây điện và cáp điện (Triệu đô la Mỹ),2018,1701.696337
Dây điện và cáp điện (Triệu đô la Mỹ),2019,1985.124495
Dây điện và cáp điện (Triệu đô la Mỹ),2020,2442.9157904
Dây điện và cáp điện (Triệu đô la Mỹ),2021,3109.50510731
Dây điện và cáp điện (Triệu đô la Mỹ),2022,3406.21333085
Dây điện và cáp điện (Triệu đô la Mỹ),2023,3333.65396167
Dây điện và cáp điện (Triệu đô la Mỹ),Sơ bộ 2024,3500.806954
Phương tiện vận tải và phụ tùng (Triệu đô la Mỹ),1995,
Phương tiện vận tải và phụ tùng (Triệu đô la Mỹ),1996,
Phương tiện vận tải và phụ tùng (Triệu đô la Mỹ),1997,
Phương tiện vận tải và phụ tùng (Triệu đô la Mỹ),1998,
Phương tiện vận tải và phụ tùng (Triệu đô la Mỹ),1999,
Phương tiện vận tải và phụ tùng (Triệu đô la Mỹ),2000,
Phương tiện vận tải và phụ tùng (Triệu đô la Mỹ),2001,
Phương tiện vận tải và phụ tùng (Triệu đô la Mỹ),2002,
Phương tiện vận tải và phụ tùng (Triệu đô la Mỹ),2003,
Phương tiện vận tải và phụ tùng (Triệu đô la Mỹ),2004,
Phương tiện vận tải và phụ tùng (Triệu đô la Mỹ),2005,
Phương tiện vận tải và phụ tùng (Triệu đô la Mỹ),2006,
Phương tiện vận tải và phụ tùng (Triệu đô la Mỹ),2007,
Phương tiện vận tải và phụ tùng (Triệu đô la Mỹ),2008,
Phương tiện vận tải và phụ tùng (Triệu đô la Mỹ),2009,
Phương tiện vận tải và phụ tùng (Triệu đô la Mỹ),2010,
Phương tiện vận tải và phụ tùng (Triệu đô la Mỹ),2011,
Phương tiện vận tải và phụ tùng (Triệu đô la Mỹ),2012,
Phương tiện vận tải và phụ tùng (Triệu đô la Mỹ),2013,4961.163
Phương tiện vận tải và phụ tùng (Triệu đô la Mỹ),2014,5678.35
Phương tiện vận tải và phụ tùng (Triệu đô la Mỹ),2015,6531.373
Phương tiện vận tải và phụ tùng (Triệu đô la Mỹ),2016,6058.95
Phương tiện vận tải và phụ tùng (Triệu đô la Mỹ),2017,6843.267
Phương tiện vận tải và phụ tùng (Triệu đô la Mỹ),2018,8017.769
Phương tiện vận tải và phụ tùng (Triệu đô la Mỹ),2019,8741.161
Phương tiện vận tải và phụ tùng (Triệu đô la Mỹ),2020,9182.37617288
Phương tiện vận tải và phụ tùng (Triệu đô la Mỹ),2021,10612.06680965
Phương tiện vận tải và phụ tùng (Triệu đô la Mỹ),2022,12071.91871145
Phương tiện vận tải và phụ tùng (Triệu đô la Mỹ),2023,14145.67698194
Phương tiện vận tải và phụ tùng (Triệu đô la Mỹ),Sơ bộ 2024,15243.421759
Sản phẩm nội thất từ chất liệu khác gỗ (Triệu đô la Mỹ),1995,
Sản phẩm nội thất từ chất liệu khác gỗ (Triệu đô la Mỹ),1996,
Sản phẩm nội thất từ chất liệu khác gỗ (Triệu đô la Mỹ),1997,
Sản phẩm nội thất từ chất liệu khác gỗ (Triệu đô la Mỹ),1998,
Sản phẩm nội thất từ chất liệu khác gỗ (Triệu đô la Mỹ),1999,
Sản phẩm nội thất từ chất liệu khác gỗ (Triệu đô la Mỹ),2000,
Sản phẩm nội thất từ chất liệu khác gỗ (Triệu đô la Mỹ),2001,
Sản phẩm nội thất từ chất liệu khác gỗ (Triệu đô la Mỹ),2002,
Sản phẩm nội thất từ chất liệu khác gỗ (Triệu đô la Mỹ),2003,
Sản phẩm nội thất từ chất liệu khác gỗ (Triệu đô la Mỹ),2004,
Sản phẩm nội thất từ chất liệu khác gỗ (Triệu đô la Mỹ),2005,
Sản phẩm nội thất từ chất liệu khác gỗ (Triệu đô la Mỹ),2006,
Sản phẩm nội thất từ chất liệu khác gỗ (Triệu đô la Mỹ),2007,
Sản phẩm nội thất từ chất liệu khác gỗ (Triệu đô la Mỹ),2008,
Sản phẩm nội thất từ chất liệu khác gỗ (Triệu đô la Mỹ),2009,
Sản phẩm nội thất từ chất liệu khác gỗ (Triệu đô la Mỹ),2010,
Sản phẩm nội thất từ chất liệu khác gỗ (Triệu đô la Mỹ),2011,
Sản phẩm nội thất từ chất liệu khác gỗ (Triệu đô la Mỹ),2012,
Sản phẩm nội thất từ chất liệu khác gỗ (Triệu đô la Mỹ),2013,
Sản phẩm nội thất từ chất liệu khác gỗ (Triệu đô la Mỹ),2014,
Sản phẩm nội thất từ chất liệu khác gỗ (Triệu đô la Mỹ),2015,766.058
Sản phẩm nội thất từ chất liệu khác gỗ (Triệu đô la Mỹ),2016,863.553
Sản phẩm nội thất từ chất liệu khác gỗ (Triệu đô la Mỹ),2017,1086.398
Sản phẩm nội thất từ chất liệu khác gỗ (Triệu đô la Mỹ),2018,1271.037
Sản phẩm nội thất từ chất liệu khác gỗ (Triệu đô la Mỹ),2019,1686.296
Sản phẩm nội thất từ chất liệu khác gỗ (Triệu đô la Mỹ),2020,2494.6471981
Sản phẩm nội thất từ chất liệu khác gỗ (Triệu đô la Mỹ),2021,2838.56364108
Sản phẩm nội thất từ chất liệu khác gỗ (Triệu đô la Mỹ),2022,2783.36622855
Sản phẩm nội thất từ chất liệu khác gỗ (Triệu đô la Mỹ),2023,2465.74660242
Sản phẩm nội thất từ chất liệu khác gỗ (Triệu đô la Mỹ),Sơ bộ 2024,3410.302755
"Đồ chơi, dụng cụ thể thao và bộ phận (Triệu đô la Mỹ)",1995,
"Đồ chơi, dụng cụ thể thao và bộ phận (Triệu đô la Mỹ)",1996,
"Đồ chơi, dụng cụ thể thao và bộ phận (Triệu đô la Mỹ)",1997,
"Đồ chơi, dụng cụ thể thao và bộ phận (Triệu đô la Mỹ)",1998,
"Đồ chơi, dụng cụ thể thao và bộ phận (Triệu đô la Mỹ)",1999,
"Đồ chơi, dụng cụ thể thao và bộ phận (Triệu đô la Mỹ)",2000,
"Đồ chơi, dụng cụ thể thao và bộ phận (Triệu đô la Mỹ)",2001,
"Đồ chơi, dụng cụ thể thao và bộ phận (Triệu đô la Mỹ)",2002,
"Đồ chơi, dụng cụ thể thao và bộ phận (Triệu đô la Mỹ)",2003,
"Đồ chơi, dụng cụ thể thao và bộ phận (Triệu đô la Mỹ)",2004,
"Đồ chơi, dụng cụ thể thao và bộ phận (Triệu đô la Mỹ)",2005,
"Đồ chơi, dụng cụ thể thao và bộ phận (Triệu đô la Mỹ)",2006,
"Đồ chơi, dụng cụ thể thao và bộ phận (Triệu đô la Mỹ)",2007,
"Đồ chơi, dụng cụ thể thao và bộ phận (Triệu đô la Mỹ)",2008,
"Đồ chơi, dụng cụ thể thao và bộ phận (Triệu đô la Mỹ)",2009,
"Đồ chơi, dụng cụ thể thao và bộ phận (Triệu đô la Mỹ)",2010,
"Đồ chơi, dụng cụ thể thao và bộ phận (Triệu đô la Mỹ)",2011,
"Đồ chơi, dụng cụ thể thao và bộ phận (Triệu đô la Mỹ)",2012,
"Đồ chơi, dụng cụ thể thao và bộ phận (Triệu đô la Mỹ)",2013,
"Đồ chơi, dụng cụ thể thao và bộ phận (Triệu đô la Mỹ)",2014,
"Đồ chơi, dụng cụ thể thao và bộ phận (Triệu đô la Mỹ)",2015,447.721
"Đồ chơi, dụng cụ thể thao và bộ phận (Triệu đô la Mỹ)",2016,600.325
"Đồ chơi, dụng cụ thể thao và bộ phận (Triệu đô la Mỹ)",2017,803.578
"Đồ chơi, dụng cụ thể thao và bộ phận (Triệu đô la Mỹ)",2018,1395.573
"Đồ chơi, dụng cụ thể thao và bộ phận (Triệu đô la Mỹ)",2019,1945.556
"Đồ chơi, dụng cụ thể thao và bộ phận (Triệu đô la Mỹ)",2020,2893.96339644
"Đồ chơi, dụng cụ thể thao và bộ phận (Triệu đô la Mỹ)",2021,2925.93176361
"Đồ chơi, dụng cụ thể thao và bộ phận (Triệu đô la Mỹ)",2022,4239.8399806
"Đồ chơi, dụng cụ thể thao và bộ phận (Triệu đô la Mỹ)",2023,3671.20925836
"Đồ chơi, dụng cụ thể thao và bộ phận (Triệu đô la Mỹ)",Sơ bộ 2024,3756.903261
Gạo (Nghìn tấn),1995,1988
Gạo (Nghìn tấn),1996,3003
Gạo (Nghìn tấn),1997,3575
Gạo (Nghìn tấn),1998,3730
Gạo (Nghìn tấn),1999,4508.3
Gạo (Nghìn tấn),2000,3476.7
Gạo (Nghìn tấn),2001,3720.7
Gạo (Nghìn tấn),2002,3236.2
Gạo (Nghìn tấn),2003,3810
Gạo (Nghìn tấn),2004,4063.1
Gạo (Nghìn tấn),2005,5254.8
Gạo (Nghìn tấn),2006,4642
Gạo (Nghìn tấn),2007,4580
Gạo (Nghìn tấn),2008,4744.9
Gạo (Nghìn tấn),2009,5969
Gạo (Nghìn tấn),2010,6893
Gạo (Nghìn tấn),2011,7116.3
Gạo (Nghìn tấn),2012,8017.1
Gạo (Nghìn tấn),2013,6587.1
Gạo (Nghìn tấn),2014,6331.4
Gạo (Nghìn tấn),2015,6582.165787
Gạo (Nghìn tấn),2016,6582.2
Gạo (Nghìn tấn),2017,5818.5
Gạo (Nghìn tấn),2018,6107.1
Gạo (Nghìn tấn),2019,6370.6
Gạo (Nghìn tấn),2020,6249.03224
Gạo (Nghìn tấn),2021,6242.22003
Gạo (Nghìn tấn),2022,7105.23202
Gạo (Nghìn tấn),2023,8131.62984
Gạo (Nghìn tấn),Sơ bộ 2024,9037.583
Dầu thô (Nghìn tấn),1995,7652
Dầu thô (Nghìn tấn),1996,8705
Dầu thô (Nghìn tấn),1997,9638
Dầu thô (Nghìn tấn),1998,12145
Dầu thô (Nghìn tấn),1999,14881.9
Dầu thô (Nghìn tấn),2000,15423.5
Dầu thô (Nghìn tấn),2001,16731.6
Dầu thô (Nghìn tấn),2002,16876
Dầu thô (Nghìn tấn),2003,17142.5
Dầu thô (Nghìn tấn),2004,19500.6
Dầu thô (Nghìn tấn),2005,17966.6
Dầu thô (Nghìn tấn),2006,16442
Dầu thô (Nghìn tấn),2007,15062
Dầu thô (Nghìn tấn),2008,13752.3
Dầu thô (Nghìn tấn),2009,13373
Dầu thô (Nghìn tấn),2010,8072
Dầu thô (Nghìn tấn),2011,8240.4
Dầu thô (Nghìn tấn),2012,9251.4
Dầu thô (Nghìn tấn),2013,8398.5
Dầu thô (Nghìn tấn),2014,9306.2
Dầu thô (Nghìn tấn),2015,9486.4
Dầu thô (Nghìn tấn),2016,9486.4
Dầu thô (Nghìn tấn),2017,6805.9
Dầu thô (Nghìn tấn),2018,3961
Dầu thô (Nghìn tấn),2019,3976.2
Dầu thô (Nghìn tấn),2020,4656.84181
Dầu thô (Nghìn tấn),2021,3125.3419
Dầu thô (Nghìn tấn),2022,2701.6462
Dầu thô (Nghìn tấn),2023,2768.33084
Dầu thô (Nghìn tấn),Sơ bộ 2024,2598.752
Cao su (Nghìn tấn),1995,138.1
Cao su (Nghìn tấn),1996,194.5
Cao su (Nghìn tấn),1997,194.2
Cao su (Nghìn tấn),1998,191
Cao su (Nghìn tấn),1999,263
Cao su (Nghìn tấn),2000,273.4
Cao su (Nghìn tấn),2001,308.1
Cao su (Nghìn tấn),2002,454.8
Cao su (Nghìn tấn),2003,432.3
Cao su (Nghìn tấn),2004,513.4
Cao su (Nghìn tấn),2005,554.1
Cao su (Nghìn tấn),2006,703.6
Cao su (Nghìn tấn),2007,715.6
Cao su (Nghìn tấn),2008,658.7
Cao su (Nghìn tấn),2009,731
Cao su (Nghìn tấn),2010,779
Cao su (Nghìn tấn),2011,817.5
Cao su (Nghìn tấn),2012,1023.5
Cao su (Nghìn tấn),2013,1074.6
Cao su (Nghìn tấn),2014,1071.7
Cao su (Nghìn tấn),2015,1137.6
Cao su (Nghìn tấn),2016,1137.6
Cao su (Nghìn tấn),2017,1381.1
Cao su (Nghìn tấn),2018,1563.4
Cao su (Nghìn tấn),2019,1700.8
Cao su (Nghìn tấn),2020,1749.92178
Cao su (Nghìn tấn),2021,1955.57397
Cao su (Nghìn tấn),2022,2144.95449
Cao su (Nghìn tấn),2023,2142.96384
Cao su (Nghìn tấn),Sơ bộ 2024,2010.401
Than đá (Nghìn tấn),1995,2821
Than đá (Nghìn tấn),1996,3647
Than đá (Nghìn tấn),1997,3454
Than đá (Nghìn tấn),1998,3162
Than đá (Nghìn tấn),1999,3259
Than đá (Nghìn tấn),2000,3251.2
Than đá (Nghìn tấn),2001,4291.6
Than đá (Nghìn tấn),2002,6047.3
Than đá (Nghìn tấn),2003,7261.9
Than đá (Nghìn tấn),2004,11636.1
Than đá (Nghìn tấn),2005,17987.8
Than đá (Nghìn tấn),2006,29308
Than đá (Nghìn tấn),2007,32072
Than đá (Nghìn tấn),2008,19357.6
Than đá (Nghìn tấn),2009,24992
Than đá (Nghìn tấn),2010,19876
Than đá (Nghìn tấn),2011,17162.7
Than đá (Nghìn tấn),2012,15219
Than đá (Nghìn tấn),2013,12802.8
Than đá (Nghìn tấn),2014,7266.1
Than đá (Nghìn tấn),2015,1747.7
Than đá (Nghìn tấn),2016,1747.7
Than đá (Nghìn tấn),2017,2228.6
Than đá (Nghìn tấn),2018,2387.5
Than đá (Nghìn tấn),2019,1143.5
Than đá (Nghìn tấn),2020,909.62972
Than đá (Nghìn tấn),2021,1812.38396
Than đá (Nghìn tấn),2022,1777.38787
Than đá (Nghìn tấn),2023,1621.00583
Than đá (Nghìn tấn),Sơ bộ 2024,1345.853
Cà phê (Nghìn tấn),1995,248.1
Cà phê (Nghìn tấn),1996,283.7
Cà phê (Nghìn tấn),1997,391.6
Cà phê (Nghìn tấn),1998,382
Cà phê (Nghìn tấn),1999,482
Cà phê (Nghìn tấn),2000,733.9
Cà phê (Nghìn tấn),2001,931.1
Cà phê (Nghìn tấn),2002,722.2
Cà phê (Nghìn tấn),2003,749.4
Cà phê (Nghìn tấn),2004,976.2
Cà phê (Nghìn tấn),2005,912.7
Cà phê (Nghìn tấn),2006,980.9
Cà phê (Nghìn tấn),2007,1232.1
Cà phê (Nghìn tấn),2008,1060.9
Cà phê (Nghìn tấn),2009,1183
Cà phê (Nghìn tấn),2010,1218
Cà phê (Nghìn tấn),2011,1260
Cà phê (Nghìn tấn),2012,1735.5
Cà phê (Nghìn tấn),2013,1301.2
Cà phê (Nghìn tấn),2014,1691.1
Cà phê (Nghìn tấn),2015,1341.2
Cà phê (Nghìn tấn),2016,1341.2
Cà phê (Nghìn tấn),2017,1566.3
Cà phê (Nghìn tấn),2018,1877
Cà phê (Nghìn tấn),2019,1658
Cà phê (Nghìn tấn),2020,1565.41334
Cà phê (Nghìn tấn),2021,1562.09239
Cà phê (Nghìn tấn),2022,1198.70675
Cà phê (Nghìn tấn),2023,807.35975
Cà phê (Nghìn tấn),Sơ bộ 2024,673.775
Hạt điều nhân (Nghìn tấn),1995,19.8
Hạt điều nhân (Nghìn tấn),1996,16.5
Hạt điều nhân (Nghìn tấn),1997,33.3
Hạt điều nhân (Nghìn tấn),1998,25.7
Hạt điều nhân (Nghìn tấn),1999,18.4
Hạt điều nhân (Nghìn tấn),2000,34.2
Hạt điều nhân (Nghìn tấn),2001,43.6
Hạt điều nhân (Nghìn tấn),2002,61.9
Hạt điều nhân (Nghìn tấn),2003,82.2
Hạt điều nhân (Nghìn tấn),2004,104.6
Hạt điều nhân (Nghìn tấn),2005,109
Hạt điều nhân (Nghìn tấn),2006,127.7
Hạt điều nhân (Nghìn tấn),2007,154.7
Hạt điều nhân (Nghìn tấn),2008,160.8
Hạt điều nhân (Nghìn tấn),2009,176
Hạt điều nhân (Nghìn tấn),2010,190
Hạt điều nhân (Nghìn tấn),2011,178
Hạt điều nhân (Nghìn tấn),2012,221.8
Hạt điều nhân (Nghìn tấn),2013,262.1
Hạt điều nhân (Nghìn tấn),2014,302.6
Hạt điều nhân (Nghìn tấn),2015,6582.2
Hạt điều nhân (Nghìn tấn),2016,328.3
Hạt điều nhân (Nghìn tấn),2017,352.8
Hạt điều nhân (Nghìn tấn),2018,373.5
Hạt điều nhân (Nghìn tấn),2019,460.5
Hạt điều nhân (Nghìn tấn),2020,514.95865
Hạt điều nhân (Nghìn tấn),2021,579.93313
Hạt điều nhân (Nghìn tấn),2022,519.75397
Hạt điều nhân (Nghìn tấn),2023,642.52445
Hạt điều nhân (Nghìn tấn),Sơ bộ 2024,725.329
Hạt tiêu (Nghìn tấn),1995,18
Hạt tiêu (Nghìn tấn),1996,25.3
Hạt tiêu (Nghìn tấn),1997,24.7
Hạt tiêu (Nghìn tấn),1998,15.1
Hạt tiêu (Nghìn tấn),1999,34.8
Hạt tiêu (Nghìn tấn),2000,36.4
Hạt tiêu (Nghìn tấn),2001,57
Hạt tiêu (Nghìn tấn),2002,78.4
Hạt tiêu (Nghìn tấn),2003,73.9
Hạt tiêu (Nghìn tấn),2004,110.5
Hạt tiêu (Nghìn tấn),2005,109.9
Hạt tiêu (Nghìn tấn),2006,114.8
Hạt tiêu (Nghìn tấn),2007,83
Hạt tiêu (Nghìn tấn),2008,90.3
Hạt tiêu (Nghìn tấn),2009,134
Hạt tiêu (Nghìn tấn),2010,117
Hạt tiêu (Nghìn tấn),2011,124
Hạt tiêu (Nghìn tấn),2012,116.8
Hạt tiêu (Nghìn tấn),2013,132.8
Hạt tiêu (Nghìn tấn),2014,155
Hạt tiêu (Nghìn tấn),2015,131.5
Hạt tiêu (Nghìn tấn),2016,131.5
Hạt tiêu (Nghìn tấn),2017,215
Hạt tiêu (Nghìn tấn),2018,232.9
Hạt tiêu (Nghìn tấn),2019,284.4
Hạt tiêu (Nghìn tấn),2020,285.32948
Hạt tiêu (Nghìn tấn),2021,260.71939
Hạt tiêu (Nghìn tấn),2022,228.70146
Hạt tiêu (Nghìn tấn),2023,265.90317
